,reply_text,reply_type
3843,['RIP'],comment
3844,"['This', 'is', 'very', 'sad', '.', 'I', 'just', 'wish', 'that', 'the', 'was', 'a', 'better', 'place']",comment
3845,"['Very', 'sad', 'day', 'for', 'his', 'family', 'friends', 'and', 'Canada', '.', 'Rest', 'in', 'peace', '.']",comment
3846,"['Yes', 'it', 'is', '.']",support
3847,"['heartbreaking', '!']",comment
3848,"['this', 'is', 'the', 'real', 'tragedy', '.', 'Lovely', 'young', 'man', 'doing', 'the', 'right', 'thing', 'brought', 'down', 'by', 'cowardly', 'terrorists', '.', 'Shameful', '.']",comment
3849,"['Prayers', 'for', 'his', 'family']",comment
3850,"['Heartbreaking', 'for', 'and', 'Canada', '.', '“', ':', 'Soldier', 'killed', 'in', 'Canada', 'shooting', 'was', 'a', 'young', 'reservist', 'with', 'a', 'son']",deny
3851,"['RIP', ':', 'Soldier', 'killed', 'in', 'Canada', 'shooting', 'was', 'a', 'young', 'reservist', 'w', '/', 'a', 'six-year-old', 'son']",support
3852,"['It', 'is', 'sad', 'to', 'see', 'this', 'news', '.', 'However', ',', 'at', 'least', 'he', 'leaves', 'a', 'son', 'who', 'will', 'honor', 'him', '.', 'Many', 'soldiers', 'die', 'without', 'children', '.']",support
3853,"['If', 'IS', 'employed', 'US', 'NATO', 'tactics', 'they', 'would', 'have', 'killed', 'his', 'son', 'too', 'And', 'blamed', 'his', 'father', 'for', 'his', 'death']",comment
3854,"['Sad', '.', 'Soldier', 'killed', 'in', 'Canada', 'shooting', 'was', 'a', 'young', 'reservist', 'with', 'a', 'yr', 'old', 'son', '”']",comment
3855,"['Fuck', 'Islam', '.']",deny
3856,"['RIP', 'Nathan', ',', ',', 'we', 'love', 'you']",support
3857,"['So', 'sad', 'for', 'my', 'great', 'nation', '.', 'I', 'am', 'speechless', '!']",comment
3858,"['Travel', 'well', 'brave', 'soul', '.']",comment
3859,"['the', 'price', 'we', 'pay', 'for', 'allowing', 'Muslim', 'th', 'Columns', 'to', 'roam', 'freely', 'in', 'the', 'West', '.', 'Enough', '.']",comment
3860,"['key', 'word', ':', 'create', '...', 'if', 'that', 'were', 'true', ',', 'that', ""could've"", 'been', 'released', 'Sunday', '...', 'smh']",comment
3861,['CRAZY'],comment
3862,"['VERY', 'SLICK', 'PASTOR', '!']",comment
3863,"['We', 'need', 'b', 'careful', 'of', 'jumping', 'conclusions', '.', 'Waiting', 'to', 'see', 'this', 'videotape', '.']",deny
3864,"['of', 'course', 'because', 'they', 'want', 'to', 'try', 'and', 'make', 'black', 'people', 'look', 'as', 'bad', 'as', 'possible', 'and', 'worth', 'them', 'killing', '.']",comment
3865,"['Come', 'on', 'now', '...']",comment
3866,"['So', 'they', 'shot', 'him', 'times', 'because', 'he', 'was', 'a', '""', 'suspect', '""', '?', 'Still', ""doesn't"", 'make', 'any', 'sense', '.']",comment
3867,"['I', 'thought', 'Mike', 'Brown', 'was', '""', 'struggling', '""', 'for', 'the', 'cops', 'gun', '?', 'Total', 'lies', 'by', 'police', 'chief']",comment
3868,"['he', 'knew', 'what', 'he', 'was', 'doing', '.', 'Smh', '!']",comment
3869,"['Chief', 'should', 'go', 'to', 'Hollywood', '&', 'write', 'suspense', 'thrillers', '!']",comment
3870,"['Yeah', '...', 'I', 'caught', 'that', 'too', '.', '""', 'VERY', 'SLICK', '""', 'Seeing', 'the', 'framing', 'of', 'the', 'lie', 'starting', 'now', '!']",support
3871,"['he', 'just', 'admitted', 'on', 'national', 'TV', 'that', 'Michael', 'Brown', 'was', 'racially', 'profiled']",support
3872,"['he', 'was', 'racially', 'profiled', 'because', 'he', 'fit', 'the', 'description', 'of', 'a', 'strong', 'arm', 'robber', '?']",comment
3873,"['I', 'am', 'in', 'a', 'line', 'up', '.', 'It', 'is', 'going', 'down', 'Victoria', 'Street', 'to', 'Queen', '.']",comment
3874,"['Do', 'you', 'mean', 'the', 'artist', 'formerly', 'known', 'as', '""', 'Strange', 'Symbol', '""', '?']",comment
3875,"['hope', 'not']",comment
3876,"['yep', ',', ""don't"", 'as', 'me', 'how', 'I', 'know', ',', 'but', 'yep']",support
3877,"['a', 'suprise', 'concert', 'on', 'Vancouver', 'would', 'be', 'cool']",support
3878,"['why', 'are', 'there', 'no', 'police', '?', '?']",query
3879,"['I', 'was', 'there', 'before', 'the', 'police', 'were']",comment
3880,"['Hi', 'Peter', ',', 'this', 'is', 'Marta', ',', 'reporter', 'from', 'Demotix', '.', 'Did', 'you', 'take', 'the', 'photo', '?', 'Would', 'be', 'ok', 'for', 'us', 'to', 'use', '?', 'Can', 'you', 'send', 'it', '?', 'thanks']",query
3881,"['I', 'would', 'like', 'to', 'be', 'paid', 'for', 'it', ',', 'on', 'account', 'of', 'being', 'a', 'journalist', '.']",comment
3882,"['could', 'you', 'email', 'me', 'please', 'to', 'subeditors.com', 'and', ""I'll"", 'elain', 'better', ',', 'thx']",query
3883,"['...', 'seriously', '?', '!', ""You're"", 'trying', 'to', 'profit', 'from', 'this', '?', 'Think', 'about', 'it', '...']",comment
3884,"['wow', '.', 'Prayers', 'for', 'the', 'soldier', '.']",comment
3885,"[""I'm"", 'a', 'Photo', 'Editor', 'ABC', '-', 'Would', 'you', 'be', 'willing', 'to', 'share', 'this', 'with', 'all', 'ABC', 'News', 'platforms', 'and', 'with', 'partners', 'if', 'we', 'credit', '?']",query
3886,"['Yeah', ',', 'sure', '.', 'Please', 'credit', 'me', 'though', '.']",comment
3887,"['Will', 'do', '!', 'Would', 'you', 'Prefer', 'your', 'name', 'or', 'your', 'handle', '?']",query
3888,"['Will', 'both', 'fit', 'on', 'the', 'lower', 'thirds', '?', 'I', 'would', 'appreciate', 'name', ',', 'then', 'handle', '.']",comment
3889,"['Yep', ',', 'I', 'can', 'add', 'both', 'for', 'sure', '.', 'Thank', 'you', '!']",comment
3890,"['so', '..', 'Instead', 'of', 'helping', 'you', 'took', 'a', 'picture', 'for', 'profit', '?']",comment
3891,"['I', 'agree', 'Tyler', ',', 'have', 'some', 'respect.That', 'man', 'shot', 'is', 'servicing', 'your', 'country', 'and', 'all', 'you', 'want', 'to', 'do', 'is', 'snap', 'a', 'pic.Pity', 'you', '!']",comment
3892,"['do', 'you', 'think', 'I', ""shouldn't"", 'have', 'used', 'social', 'media', 'to', 'warn', 'people', '?', 'What', 'should', 'I', 'have', 'done', '?']",comment
3893,"['I', 'have', 'no', 'issue', 'with', 'warning', 'people', 'whatsoever', '.', 'But', 'to', 'take', 'a', 'photo', ',', 'please', '!']",deny
3894,"['the', 'photo', 'does', 'not', 'show', 'the', 'soldier', '.', 'It', 'shows', 'the', 'response', '.', 'Brave', 'bystanders', 'trying', 'to', 'save', 'him']",deny
3895,"['my', 'main', 'issue', 'was', 'the', 'picture', '.', 'Heard', 'your', 'reporting', 'on', 'cnn', 'thought', 'you', 'did', 'a', 'good', 'job', '.', 'Continue', 'to', 'be', 'safe', '.']",comment
3896,"['You', 'have', 'a', 'phone', '!', 'Did', 'you', 'call', 'for', 'help', '?', 'Nope', '.', 'I', 'took', 'pics', 'to', 'sell', 'and', 'tweeted', 'that', ""I'm"", 'on', 'CNN', 'and', 'ABC', '.']",comment
3897,"['Fuck', 'you', 'idiot']",deny
3898,"['stay', 'safe', '.', 'Hope', ""you're"", 'never', 'in', 'the', 'same', 'situation', '.']",comment
3899,"['well', 'said']",support
3900,"[""don't"", 'have', 'to', 'give', 'cpr', '.', 'Other', 'ways', 'to', 'help', '.', 'But', 'yeah', 'keep', 'looking', 'for', 'profit', '.', 'Great', 'professionalism', '.']",comment
3901,"['""', 'professional', ',', 'adjective', ':', 'engaged', 'in', 'a', 'specified', 'activity', 'as', ""one's"", 'main', 'paid', 'occupation', 'rather', 'than', 'as', 'a', 'pastime', '""']",comment
3902,"['so', 'yeah', ',', 'eecting', 'to', 'get', 'paid', 'for', 'doing', 'his', 'job', 'seems', 'pretty', 'professional', 'to', 'me']",comment
3903,"['photography', 'is', 'his', 'job', '?', 'My', 'whole', 'issue', 'was', 'a', 'man', 'needed', 'help', '.', 'There', 'are', 'ways', 'to', 'help', 'if', 'you', ""don't"", 'know', 'cpr']",deny
3904,"['I', ""didn't"", 'realize', 'you', 'were', 'on', 'the', 'scene', 'and', 'could', 'verify', 'that', 'he', 'could', 'have', 'saved', 'the', 'life', 'of', 'the', 'guy', 'shot', 'four', 'times', '.']",comment
3905,"['Getting', 'the', 'word', 'out', 'about', 'an', 'active', 'shooter', 'situation', 'seems', 'pretty', 'helpful', ',', 'but', 'please', ',', 'tell', 'us', 'what', ""you'd"", 'have', 'done', '.']",query
3906,"['we', ""won't"", 'agree', 'on', 'this', 'and', ""that's"", 'okay', '.', 'If', ""you're"", 'in', 'Ottawa', 'stay', 'safe', '.']",deny
3907,"['Call', '?', 'Signal', 'for', 'help', '?', 'Keep', 'an', 'eye', 'out', 'for', 'the', 'rescuers', '?', 'Simply', 'ask', 'the', 'people', 'if', ""there's"", 'anything', 'he', 'can', 'do', '?']",comment
3908,"['You', ""don't"", 'have', 'any', 'evidence', 'that', 'he', ""didn't"", 'do', 'any', 'of', 'these', 'things', 'in', 'addition', 'to', 'taking', 'a', 'picture', ',', 'but', 'you', 'accuse', 'away', '.']",comment
3909,"['Way', 'to', 'care', 'for', 'people', '.']",comment
3910,"['yeah', 'posting', 'information', 'about', 'an', 'evolving', 'shooter', 'situation', 'is', 'less', 'worthwhile', 'than', 'an', 'untrained', 'journalist', 'performing', 'CPR']",comment
3911,"['Reports', 'of', 'gunshots', 'unconfirmed', 'RT', ':', 'Only', 'photo', 'I', 'will', 'tweet', '.', 'CPR', 'being', 'performed', 'on', 'the', 'soldier']",deny
3912,"['thank', 'you', 'for', 'posting', '.', 'It', 'may', 'just', 'be', 'hard', 'to', 'tell', 'in', 'the', 'picture', 'but', 'bystanders', 'look', 'quite', 'calm', 'considering', 'gunfire', 'in', 'area', '.']",comment
3913,"['Who', 'the', 'hell', 'would', 'shoot', 'a', 'protector', 'of', 'our', 'freedoms', ',', 'not', 'a', 'Canadian', 'I', 'hope', '!']",comment
3914,"['Freedom', 'of', 'the', 'press', 'my', 'ass']",comment
3915,"[""that's"", 'from', 'last', 'night', '.', 'Not', 'tonight', '.']",deny
3916,"['Is', 'Ferguson', 'joining', 'Russia', 'and', 'China', 'communist', 'style', 'of', 'governance', '.', 'The', 'cops', 'are', 'calling', 'the', 'protesters', 'animals', '.']",comment
3917,"['is', 'this', 'photo', 'from', 'last', 'night', '?', '?', 'Please', 'clarify', 'because', 'you', 'are', 'using', 'present', 'tense', '.']",query
3918,"['man', 'these', 'guys', 'are', 'such', 'boneheads', '!', '!']",comment
3919,"['Why', 'am', 'I', 'reminded', 'of', 'Tienanmen', 'Square', '.']",comment
3920,"['what', 'the', 'fuck']",deny
3921,"['And', 'FAA', 'has', 'declared', 'a', 'no-fly', 'zone', '.']",comment
3922,"['~', '>', 'Gaza', '.', 'Iraq', '.', 'Soon', 'they', 'will', 'burst', 'into', 'our', 'homes', ',', 'rape', 'our', 'babies', ',', 'and', 'force', 'mothers', 'to', 'watch', '.']",comment
3923,"['cop', 'shoots', 'unarmed', 'black', 'man', ',', 'citizens', 'start', 'looting', 'and', 'burning', 'the', 'community.is', 'it', 'me', 'or', 'does', 'this', 'not', 'make', 'any', 'sense', '.']",comment
3924,"['Chef', 'is', 'on', 'board']",comment
3925,"['These', 'pigs', 'need', 'to', 'be', 'taken', 'down', '!']",comment
3926,"['Yeah', 'Land', 'of', 'the', 'Free', 'My', 'A', '%', '&']",comment
3927,"['And', 'this', ""isn't"", 'tyranny', 'because', '...', '?', '?', 'Beuller', '?', '?']",comment
3928,"['Source', 'of', 'info', '?']",query
3929,"['Andreas', 'Lubitz', 'FB', 'profile', 'removed']",comment
3930,"['where', 'did', 'you', 'hear', 'that', '?']",query
3931,"['U', ""haven't"", 'sent', 'Queen', 'Bee', 'Burley', 'to', 'France', 'have', 'u', ',', 'if', 'so', ""it's"", 'only', 'a', 'matter', 'of', 'time', 'be4', 'she', 'comes', 'out', 'with', 'a', 'classic']",comment
3932,"['which', 'means', 'the', 'phsyco', 'is', 'ruthless', 'and', 'will', 'shoot', 'all', '.', 'Attack', 'is', 'best', 'defence', '.']",comment
3933,"['Why', 'would', 'someone', 'leave', 'their', 'ID-card', '?', 'Thereafter', 'allegedly', 'seen', 'at', 'a', 'gas', 'station', '.', 'Now', 'hostage', 'sit', '.', 'Reports', 'of']",query
3934,"['a', 'rd', 'shooting', 'at', 'present', 'Divert', 'Operatons', '?']",query
3935,"['Why', 'state', 'kosher', 'grocery', '?', 'You', ',', 'nor', 'any', 'other', 'news', 'agency', 'say', 'Christian', 'grocery', 'if', 'it', 'would', 'of', 'been', 'the', 'case']",comment
3936,"[':', 'AFP', 'says', 'gunman', 'who', 'has', 'taken', 'a', 'hostage', 'at', 'kosher', 'supermarket', 'in', 'Paris']",comment
3937,"['Presume', 'they', 'wanted', 'a', '.', 'So', 'much', 'for', 'martyrdom', '.', 'Why', 'a', 'kosher', 'deli', 'particularly', '?']",query
3938,"['Doesnt', 'sound', 'like', 'he', 'has', 'thought', 'this', 'one', 'through']",comment
3939,"['looks', 'like', 'a', 'deliberate', 'attempt', 'to', 'split', 'the', 'French', 'police', 'action', 'an', 'cause', 'confusion', '.']",comment
3940,"['Does', 'he', 'have', 'a', 'script', 'to', 'take', 'away', 'more', 'freedoms', '.']",comment
3941,"['really', 'sad', 'situation']",support
3942,"['Hunted', 'Down', ',', 'excellent', 'police', 'work', ',', 'hope', 'the', 'other', 'two', 'follow', 'soon']",comment
3943,"['Great', 'post', '!', 'Why', 'Not', 'post', 'on', 'Proximity', 'Based', 'Travel', 'Network', '?']",comment
3944,"['did', 'one', 'of', 'them', 'drop', 'his', 'shoe', '?', 'Surely', 'catch', 'those', 'cunts']",comment
3945,[],comment
3946,['bastards'],comment
3947,"['Just', 'kill', 'them', '.']",comment
3948,"['not', 'men', ',', 'not', 'human', ',', 'these', 'are', 'Zealots', ',', 'the', 'same', 'beasts', 'Mosses', 'used', 'in', 'the', 'murder', 'of', 'scores', 'of', 'ten', 'when', 'back', 'from', 'the', 'mountain', '.']",comment
3949,"['maybe', 'they', 'should', 'stop', 'funding', 'terrorists', 'in', 'Syria', ',', 'Lybia', 'etc', '.', 'it', 'blows', 'back', 'all', 'the', 'time', '.', 'Remember', 'Afghanistan', 'in', ""'"", 's']",comment
3950,"['right', 'one', 'is', 'inside', 'the', 'car']",comment
3951,"['this', 'is', 'mossad']",comment
3952,"['s', 'of', 'muslims', 'russian', 'ukranian', '&', 'africans', 'die', 'each', 'day', 'europeans', 'dont', 'care', ',', 'why', 'the', 'world', 'is', 'so', 'concerned', 'with', 'french', 'death']",comment
3953,"['just', 'my', 'cents', 'but', 'URGENT', 'is', 'really', 'not', 'the', 'best', 'translation', 'for', 'СРОЧНО', '.', 'just', 'write', '“', 'BREAKING', '”', 'and', 'we', '’', 'd', 'all', 'be', 'better', 'off']",comment
3954,"['french', 'death', 'is', 'not', 'even', 'worth', 'discussing', 'or', 'spoken', 'about', 'compared', 'to', 's', 'which', 'are', 'killed', 'by', 'USA', '&', 'NATO', 'bombing', 'on', 'daily', 'basis']",comment
3955,"['OK', 'Drills', 'Since', 'Where', '=', 'Actual', 'Terrorist', 'Elosion']",comment
3956,"['All', 'in', 'the', 'name', 'of', 'oil', '.']",comment
3957,"['Sickening', '.', 'Frenchmen', 'must', 'demand', 'and', 'election', 'and', 'voted', 'FN', 'to', 'get', 'those', 'swine', 'out', 'of', 'their', 'country', '.', 'This', 'is', 'a', 'MUSLIM', 'problem', '.']",comment
3958,"['Islam', 'does', 'not', 'condone', 'such', 'swine', 'behavior', 'or', 'violence', 'in', 'anyway', 'shape', 'or', 'form', '.', 'Its', 'a', 'psychiatric', 'problem', ',', '!']",comment
3959,"['When', 'will', 'Canadians', 'wake', 'up', 'and', 'realize', 'this', 'war', 'on', 'the', 'Islamist', 'rapist', 'slavers', 'is', 'no', 'game', ',', 'no', 'joke', '.', 'Arrest', 'them', 'NOW', '!', '!', '!']",comment
3960,"['if', 'reacts', 'same', 'as', 'his', 'home', 'break', 'in', 'he', 'will', 'want', 'full', 'on', 'Armed', 'Forces', 'assault', 'on', 'ISIS', '.']",comment
3961,"['""', ':', 'One', 'person', 'shot', 'outside', 'Centre', 'Block', ',', 'nd', 'wounded', 'inside', 'the', 'building', 'in', 'Parliament', 'Hill', 'shooting', '""', '>']",comment
3962,"['Hey', 'Tim', 'was', 'up']",comment
3963,"['No', '.', 'Please', 'no', '.', '“', ':', 'is', 'over', '.', 'confirmed', 'dead', ',', '”']",comment
3964,"['“', ':', 'BREAKING', 'ALERT', ':', 'Preliminary', 'reports', 'indicate', 'perpetrators', 'appear', 'to', 'be', 'members', 'of', '.', '”', 'well', 'this', 'is', 'good']",support
3965,"['ISIS', 'flag', 'supposedly', 'put', 'in', 'window', '.']",comment
3966,"['not', 'an', 'Isis', 'flag', '.', 'Just', 'an', 'Islamic', 'one', '.', 'Stop', 'spreading', 'false', 'rumors', '.']",deny
3967,"['Just', 'read', 'some', 'Aussie', 'news', 'report', 'so', 'NOT', 'spreading', 'rumors', '.', 'Grow', 'up', 'Nick', '.']",deny
3968,"['Interesting', ',', 'because', 'the', 'Guardian', 'says', 'different', '.']",comment
3969,"['The', 'Shahada', 'is', 'not', 'a', '""', 'group', '.', '""', 'Basic', 'googling', 'skills', 'help', '.', 'Misinfo', ""doesn't"", '.']",query
3970,"['Shahada', 'on', 'a', 'black', 'flag', 'is', 'a', 'general', 'Jihad', 'flag', 'that', 'Al', 'Qaeda', '/', 'Al', 'Nusra', 'etc', '..', 'use', '.']",comment
3971,"['Sure', '.', 'But', 'to', 'link', 'to', 'ISIS', 'is', 'factually', 'inaccurate', 'and', 'irresponsible', '.']",comment
3972,"['What', 'if', ""it's"", 'Lone', 'wolf', '?', 'Immediately', 'giving', 'credit', 'without', 'fact', 'checking', 'favors', 'them', '.']",comment
3973,"['Does', 'it', 'actually', 'matter', '?']",query
3974,"['Agreed', ',', 'I', 'have', 'been', 'pointing', 'this', 'out', 'btw']",comment
3975,"['no', '.']",deny
3976,"['not', 'Isis', ',', 'another', 'group']",deny
3977,"['“', ':', 'BREAKING', 'ALERT', ':', 'Preliminary', 'reports', 'indicate', 'perpetrators', 'appear', 'to', 'be', 'members', 'of', '.', '”', 'wonderful', '.']",deny
3978,"['“', ':', 'Police', 'taking', 'people', 'out', 'of', 'grocery', 'where', 'hostages', 'were', 'being', 'held', '.', '”']",support
3979,"['Thank', 'G-d', '!', 'RT', ':', 'Police', 'taking', 'people', 'out', 'of', 'grocery', 'where', 'hostages', 'were', 'being', 'held', '.']",comment
3980,"['people', 'reported', 'dead', 'of', 'six', 'hostages', '.', 'Sounding', 'worse', '.', 'Thnx', 'for', 'updates', '&', 'links', '.']",support
3981,"['the', 'brother', 'Kouachi', 'are', 'dead']",comment
3982,"['“', ':', 'Police', 'taking', 'people', 'out', 'of', 'grocery', 'where', 'hostages', 'were', 'being', 'held', '.', '”', 'watching', 'the', 'news', '.']",support
3983,"['“', ':', 'Police', 'taking', 'people', 'out', 'of', 'grocery', 'where', 'hostages', 'were', 'being', 'held', '.', '”']",support
3984,"['“', ':', 'Police', 'taking', 'people', 'out', 'of', 'grocery', 'where', 'hostages', 'were', 'being', 'held', '.', '”']",support
3985,"['“', ':', 'Police', 'taking', 'people', 'out', 'of', 'grocery', 'where', 'hostages', 'were', 'being', 'held', '.', '”', 'Prayers']",comment
3986,"['More', 'workplace', 'violence', 'right', ',', 'CNN', '?']",comment
3987,"['Why', 'do', 'the', '""', 'terrorists', '""', 'look', '?']",comment
3988,"['The', 'are', 'reported', 'dead', '.']",comment
3989,"['“', ':', 'Police', 'taking', 'people', 'out', 'of', 'grocery', 'where', 'hostages', 'were', 'being', 'held', '.', '”']",deny
3990,[],comment
3991,"['Thank', 'goodness', '!', 'Is', 'it', 'possible', 'for', 'this', 'to', 'end', 'with', 'no', 'more', 'innocent', 'lives', 'lost', '?']",deny
3992,"['fingers', 'crossed']",support
3993,"['hopefully', 'the', 'terrorist', 'died', 'a', 'horrible', 'painful', 'tragic', 'death', '.', 'There', 'is', 'no', 'pride', 'or', 'respect', 'for', 'martyrdom', '.']",comment
3994,[],comment
3995,"['“', ':', 'Police', 'taking', 'people', 'out', 'of', 'grocery', 'where', 'hostages', 'were', 'being', 'held', '.']",support
3996,[],support
3997,[],support
3998,"['So', 'sad', '.', 'Too', 'close', 'to', 'home', '.', ""He's"", 'in', ""God's"", 'hands', 'now', '.']",comment
3999,['RIP'],comment
4000,"['Condolences', 'to', 'Cpl', '.', ""'"", 's', 'family', '/', 'friends', '“', ':', 'BREAKING', ':', 'deceased', 'soldier', 'in', 'Ottawa', 'is', 'Cpl', '.', 'Nathan', 'Cirillo', '...', 'member', 'of', 'the', 'Hamilton', 'Argylls', '”']",support
4001,"['Rest', 'in', 'peace', 'soldier', '.']",comment
4002,"['very', 'sad', 'news', '.', 'RIP']",support
4003,"['I', 'teared', 'up', 'when', 'I', 'heard', '.', 'RIP', 'Cpl', 'Cirillo', '.']",comment
